Client version: not initialize
User hash: not initialize
DeviceId hash: not initialize
User gcm token: not initialize
Device params - OS Version: 7.1.1;  Device: Huawei google Nexus 6P ,Build Fingerprint: google/angler/angler:7.1.1/N4F26I/3532671:user/release-keys
01-19 14:48:16.292  1943     1 W Workspace SecureStorage.readFromSecureStorage: Nothing is saved for key = calendar_next_clean_time
01-19 14:48:16.292  1943     1 I Calendar CpCalendarCleaner.checkIfCleanNeeded: needed!  Clean time was set for Thu Jan 01 02:00:00 GMT+02:00 1970
01-19 14:48:16.294  1943   656 D Calendar CalendarDatabaseHelper.getInstance: creating new instance, reason = not created yet
01-19 14:48:16.294  1943   656 D Calendar CalendarDatabaseHelper.Creating OpenHelper for = nullx10d0c722fd6a601554b0deb00ebb2659c
01-19 14:48:16.297  1943   656 D AppInfra ManageAndWipeDBDataService.registerFile: file name sent to wipeDB
01-19 14:48:16.297  1943   656 D Calendar CalendarDatabaseHelper.CalendarDatabaseHelper: file name added for wipeDB
01-19 14:48:16.298  1943   656 D Workspace SecureStorage.testPasscodeTestKey: called
01-19 14:48:16.298  1943   656 I Workspace mb.isApplicationProtectedByPasscode: Application is not protected by passcode.
01-19 14:48:16.298  1943   656 D Workspace mb.getOrCreateKTagForApp: Lock acquired: site ID = 172.24.11.149
01-19 14:48:16.299  1943   656 D Workspace mb.getOrCreateKTagForApp: KeyStore has the following entries: -1047860588, -1992220757 
01-19 14:48:16.299  1943   656 D Workspace mb.getOrCreateKTagForApp: Creating a new key for appID -1572556328
01-19 14:48:16.331  1943   656 D Workspace mb.saveKeyStore: called
01-19 14:48:16.331  1943   656 D Workspace mb.saveKeyStore: called with CP172.24.11.149.keystore
01-19 14:48:16.332  1943   656 D Workspace mb.storeKeyStoreFileWithPassword: Storing the KeyStore to CP172.24.11.149.keystore
01-19 14:48:16.343  1943   656 D Workspace mb.storeKeyStoreFileWithPassword: file hash = 8377200DED16909F58C83BDD1EA7C3816F9947F2, size = 390
01-19 14:48:16.344  1943   656 D Workspace mb.storeKeyStoreFileWithPassword: Storing the KeyStore to CP172.24.11.149.keystore_2
01-19 14:48:16.349  1943   656 D Workspace mb.storeKeyStoreFileWithPassword: file hash = CA1DA2B2121A310F69B1C39E21AF9EFD1CEF5E8A, size = 390
01-19 14:48:16.350  1943   656 D Workspace mb.getOrCreateKTagForApp: Lock released: File = CP172.24.11.149.keystore
01-19 14:48:16.351  1943   656 D AppInfra cur. * Got ktag! container 6FAE75D66EB05C0C13006C6E1FFCA4809A3F192D for id 172.24.11.149
01-19 14:48:16.352  1943   656 E AppInfra SQLiteOpenHelper.startOpening mParallelDBOpening = 1
01-19 14:48:16.352  1943   608 D Workspace SecureStorage.testPasscodeTestKey: called
01-19 14:48:16.352  1943   609 D Workspace SecureStorage.testPasscodeTestKey: called
01-19 14:48:16.352  1943   609 I Workspace mb.isApplicationProtectedByPasscode: Application is not protected by passcode.
01-19 14:48:16.352  1943   608 I Workspace mb.isApplicationProtectedByPasscode: Application is not protected by passcode.
01-19 14:48:16.352  1943   609 V Workspace mb.getOrCreateKTagForApp: found entry in cache. Site id=172.24.11.149, appId=-1572556328, entry age=1
01-19 14:48:16.352  1943   608 V Workspace mb.getOrCreateKTagForApp: found entry in cache. Site id=172.24.11.149, appId=-1572556328, entry age=1
01-19 14:48:16.352  1943   608 D AppInfra cur. * Got ktag! container 6FAE75D66EB05C0C13006C6E1FFCA4809A3F192D for id 172.24.11.149
01-19 14:48:16.352  1943   609 D AppInfra cur. * Got ktag! container 6FAE75D66EB05C0C13006C6E1FFCA4809A3F192D for id 172.24.11.149
01-19 14:48:16.352  1943   608 D Calendar EmailProvider.initializeProvider: Done waiting for key, proceed with init
01-19 14:48:16.353  1943   609 D Calendar CalendarProvider2.postInitialize: Done waiting for key, proceed with init...
01-19 14:48:16.354  1943   608 D AppInfra ManageAndWipeDBDataService.registerFile: file name sent to wipeDB
01-19 14:48:16.355  1943   608 D AppInfra ManageAndWipeDBDataService.registerFile: file name sent to wipeDB
01-19 14:48:16.355  1943   685 D AppInfra ManageAndWipeDBDataService.onHandleIntent: action is : com.CheckPoint.Infrastructure.Data.GlobalConstants.intent.action.ADD_FILE_OF_SITE_RECORD
01-19 14:48:16.356  1943   609 D Calendar CalendarProvider2.postInitialize: Initialization done!
01-19 14:48:16.357  1943   609 D Calendar CalendarProvider2.startInitializer:run() Command 'first-init' seq=0 completed, 0 commands left.
01-19 14:48:16.357  1943   609 D Calendar CalendarProvider2.startInitializer:run() Waiting for next command...
01-19 14:48:16.361  1943   608 D AppInfra ManageAndWipeDBDataService.registerFile: file name sent to wipeDB
01-19 14:48:16.363  1943   608 D AppInfra ManageAndWipeDBDataService.registerFile: file name sent to wipeDB
01-19 14:48:16.364  1943   608 D AppInfra ManageAndWipeDBDataService.registerFile: file name sent to wipeDB
01-19 14:48:16.365  1943   608 D Calendar EmailProvider.<init>: db version - 37
01-19 14:48:16.365  1943   608 D Workspace SecureStorage.testPasscodeTestKey: called
01-19 14:48:16.365  1943   608 I Workspace mb.isApplicationProtectedByPasscode: Application is not protected by passcode.
01-19 14:48:16.366  1943   608 V Workspace mb.getOrCreateKTagForApp: found entry in cache. Site id=172.24.11.149, appId=-1572556328, entry age=3
01-19 14:48:16.366  1943   608 D AppInfra cur. * Got ktag! container 6FAE75D66EB05C0C13006C6E1FFCA4809A3F192D for id 172.24.11.149
01-19 14:48:16.366  1943   608 E AppInfra SQLiteOpenHelper.startOpening mParallelDBOpening = 2
01-19 14:48:16.366  1943   608 E AppInfra SQLiteOpenHelper.startOpening mParallelDBOpening = 3
01-19 14:48:16.406  1943   656 I Calendar CalendarDatabaseHelper.onCreate
01-19 14:48:16.407  1943   685 D AppInfra ManageAndWipeDBDataService.onHandleIntent: action is : com.CheckPoint.Infrastructure.Data.GlobalConstants.intent.action.ADD_FILE_OF_SITE_RECORD
01-19 14:48:16.407  1943   656 I Calendar CalendarDatabaseHelper.bootstrapDB()
01-19 14:48:16.412  1943   656 D Calendar CalendarDatabaseHelper.createCalendarsTable()
01-19 14:48:16.414  1943   608 D Calendar EmailProvider.onCreate: database
01-19 14:48:16.433  1943   685 D AppInfra ManageAndWipeDBDataService.onHandleIntent: action is : com.CheckPoint.Infrastructure.Data.GlobalConstants.intent.action.ADD_FILE_OF_SITE_RECORD
01-19 14:48:16.446  1943   685 D AppInfra ManageAndWipeDBDataService.onHandleIntent: action is : com.CheckPoint.Infrastructure.Data.GlobalConstants.intent.action.ADD_FILE_OF_SITE_RECORD
01-19 14:48:16.450  1943   685 D AppInfra ManageAndWipeDBDataService.onHandleIntent: action is : com.CheckPoint.Infrastructure.Data.GlobalConstants.intent.action.ADD_FILE_OF_SITE_RECORD
01-19 14:48:16.455  1943   685 D AppInfra ManageAndWipeDBDataService.onHandleIntent: action is : com.CheckPoint.Infrastructure.Data.GlobalConstants.intent.action.ADD_FILE_OF_SITE_RECORD
01-19 14:48:16.876  1943   608 D AppInfra ManageAndWipeDBDataService.registerFile: file name sent to wipeDB
01-19 14:48:16.876  1943   608 D Calendar EmailProvider.<init>: db version - 37
01-19 14:48:16.877  1943   608 D Workspace SecureStorage.testPasscodeTestKey: called
01-19 14:48:16.877  1943   608 I Workspace mb.isApplicationProtectedByPasscode: Application is not protected by passcode.
01-19 14:48:16.877  1943   608 V Workspace mb.getOrCreateKTagForApp: found entry in cache. Site id=172.24.11.149, appId=-1572556328, entry age=4
01-19 14:48:16.877  1943   608 D AppInfra cur. * Got ktag! container 6FAE75D66EB05C0C13006C6E1FFCA4809A3F192D for id 172.24.11.149
01-19 14:48:16.877  1943   687 D AppInfra ManageAndWipeDBDataService.onHandleIntent: action is : com.CheckPoint.Infrastructure.Data.GlobalConstants.intent.action.ADD_FILE_OF_SITE_RECORD
01-19 14:48:16.878  1943   608 E AppInfra SQLiteOpenHelper.startOpening mParallelDBOpening = 2
01-19 14:48:16.878  1943   608 E AppInfra SQLiteOpenHelper.startOpening mParallelDBOpening = 3
01-19 14:48:16.898  1943   608 D Calendar EmailProvider.onCreate: database
01-19 14:48:16.980  1943     1 I Workspace lz.onActivityStopped( AuthScreen, Activity HashCode: 218813546, Task ID: 204 ) STOPPED!
01-19 14:48:16.981  1943     1 D Workspace BaseCommActivity.:onDestroy
01-19 14:48:16.982  1943     1 I Workspace lz.onActivityDestroyed( AuthScreen, Activity HashCode: 218813546, Task ID: 204 ) DESTROYED.
01-19 14:48:16.982  1943     1 V Workspace nv.popActivity: removing AuthScreen from the stack
01-19 14:48:16.983  1943     1 D Workspace lz.onActivityDestroyed: Active activities: 1
01-19 14:48:17.343  1943   656 I Calendar CpCalendarCleaner.clean: Deleted 0 Events.
01-19 14:48:17.344  1943   656 D Workspace SecureStorage.isVariablesInitiated: Variables are initialized.
01-19 14:48:17.357  1943   608 D Calendar EmailProvider.initializeProvider: EmailProvider initialized, setting up ews subscription
01-19 14:48:17.358  1943   656 I Calendar CpCalendarCleaner.setCleanDone: true
01-19 14:48:17.358  1943   608 D Calendar AllInOneActivity.setupExchangeSubscription() start
01-19 14:48:17.358  1943   608 D Calendar AllInOneActivity.setupExchangeSubscription: getting application object for user account parameters
01-19 14:48:17.358  1943   608 D Calendar AllInOneActivity.setupExchangeSubscription: succeeded in getting application object for user account parameters, checking if email exists...
01-19 14:48:17.358  1943   656 D Workspace SecureStorage.isVariablesInitiated: Variables are initialized.
01-19 14:48:17.362  1943   608 D Calendar AllInOneActivity.setupExchangeSubscription: account for 3620644609 does not exist, create a new one
01-19 14:48:17.366  1943   656 I Calendar CpCalendarCleaner.setNextCleanTime: Thu Jan 19 20:48:17 GMT+02:00 2017
01-19 14:48:17.367  1943   656 D Calendar CpCalendarCleaner.CleanerTask: clean done, request sync
01-19 14:48:17.373  1943   656 D Calendar CalendarEWSSyncAdapter.CopyDataToLocalCalendar::doInBackground param []
01-19 14:48:17.374  1943   656 D Calendar CalendarExportUtil.requestCalendarExportByList()
01-19 14:48:17.378  1943   688 D Calendar CalendarExportDbHelper.getExportList(): 0 items.
01-19 14:48:17.384  1943   608 D Calendar ExchangeServiceService.alert() got alert with id: 1
01-19 14:48:17.385  1943   608 D Calendar ExchangeServiceService.checkExchangeServiceServiceRunning() service instance not created
01-19 14:48:17.385  1943   608 D Calendar ExchangeServiceService.alert() service not started, will start new service
01-19 14:48:17.386  1943   608 D Calendar EmailProvider.startInitializer:  Command 'first-initialization' seq=0 completed, 0 commands left.
01-19 14:48:17.386  1943   608 D Calendar EmailProvider.startInitializer: Waiting for next command...
01-19 14:48:17.386  1943     1 D Calendar ExchangeServiceService.!!! EAS ExchangeService, onStartCommand, startingUp=false, instance created=false
01-19 14:48:17.386  1943   673 D Calendar ExchangeServiceService.onCreate: onCreate thread started, will now wait for KTag
01-19 14:48:17.386  1943   673 D Calendar ExchangeServiceService.onCreate: Got KTag, proceed with onCreate
01-19 14:48:17.387  1943   673 D Calendar ExchangeServiceService.onCreate: Acquiring sSyncLock
01-19 14:48:17.387  1943   673 D Calendar ExchangeServiceService.onCreate: sSyncLock acquired, starting EmailServiceProxy service
01-19 14:48:17.388  1943   673 D Calendar ExchangeServiceService.onCreate: Done starting EmailServiceProxy service
01-19 14:48:17.393  1943   654 D Calendar ExchangeServiceService.onStartCommand: thread acquiring sSyncLock...
01-19 14:48:17.393  1943   654 D Calendar ExchangeServiceService.onStartCommand: thread sSyncLock acquired!
01-19 14:48:17.397  1943     1 D Calendar ExchangeServiceService.!!! EAS ExchangeService, onStartCommand, startingUp=true, instance created=false
01-19 14:48:17.397  1943     1 D Common CalendarSettingsFragment.migratePreferenceV7:: no need.
01-19 14:48:17.407  1943     1 D Calendar CpCalendar.Error in TelephonyManager.getDeviceId(): getDeviceId: Neither user 10116 nor current process has android.permission.READ_PHONE_STATE.
01-19 14:48:17.415  1943   654 D Calendar ExchangeServiceService.Received deviceId from Email app: android1484830097408
01-19 14:48:17.415  1943   654 D Calendar ExchangeServiceService.onStartCommand: Starting maybeStartExchangeServiceThread
01-19 14:48:17.416  1943   654 D Calendar ExchangeServiceService.onStartCommand: maybeStartExchangeServiceThread ended!
01-19 14:48:17.416  1943   654 D Calendar ExchangeServiceService.onStartCommand: onStartCommand thread releasing sSyncLock
01-19 14:48:17.417  1943     1 D Calendar ExchangeServiceService.!!! EAS ExchangeService, onStartCommand, startingUp=false, instance created=true
01-19 14:48:17.417  1943     1 D Common CalendarSettingsFragment.migratePreferenceV7:: no need.
01-19 14:48:17.417  1943   654 D Calendar ExchangeServiceService.kick() started for reason: mail sync request
01-19 14:48:17.417  1943   654 V Workspace NetworkManager.isOnline: [Network - true] [Gateway -true] [IsSessionValid -true] [State - CONNECTED_PASSCODE_NOT_COMPLIANT]
01-19 14:48:17.417  1943   654 D Calendar ExchangeServiceService.kick() site is offline return
01-19 14:48:17.417  1943   654 D Calendar ExchangeServiceService.onStartCommand: thread finished!
01-19 14:48:17.417  1943   695 D Calendar ExchangeServiceService.run() service thread started!
01-19 14:48:17.419  1943   695 D Calendar ExchangeServiceService.run() will wait until the ktag is ready...!
01-19 14:48:17.419  1943   695 D Workspace SecureStorage.testPasscodeTestKey: called
01-19 14:48:17.419  1943   695 I Workspace mb.isApplicationProtectedByPasscode: Application is not protected by passcode.
01-19 14:48:17.419  1943   695 V Workspace mb.getOrCreateKTagForApp: found entry in cache. Site id=172.24.11.149, appId=-1572556328, entry age=5
01-19 14:48:17.420  1943   695 D AppInfra cur. * Got ktag! container 6FAE75D66EB05C0C13006C6E1FFCA4809A3F192D for id 172.24.11.149
01-19 14:48:17.420  1943   695 D Calendar ExchangeServiceService.run() Setting temp dir...
01-19 14:48:17.420  1943   695 D Calendar ExchangeServiceService.run() Acquiring sSyncLock...
01-19 14:48:17.420  1943   695 D Calendar ExchangeServiceService.run() sSyncLock acquired!
01-19 14:48:17.421  1943   695 D Calendar ExchangeServiceService.run() service instance already created, will register observers now
01-19 14:48:17.426  1943   695 D Calendar ExchangeServiceService.AccountObserver::AccountObserver: account for 3620644609 is already exists
01-19 14:48:17.493  1943   695 D Calendar ExchangeServiceService.setSyncFrequency: -1 (>0: millisecs, <0: code)
01-19 14:48:17.493  1943   695 D Calendar ExchangeServiceService.run() sSyncLock released!
01-19 14:48:17.494  1943   695 D Calendar ExchangeServiceService.run() waiting for ktag...
01-19 14:48:17.494  1943   695 D Workspace SecureStorage.testPasscodeTestKey: called
01-19 14:48:17.495  1943   695 I Workspace mb.isApplicationProtectedByPasscode: Application is not protected by passcode.
01-19 14:48:17.495  1943   695 V Workspace mb.getOrCreateKTagForApp: found entry in cache. Site id=172.24.11.149, appId=-1572556328, entry age=6
01-19 14:48:17.495  1943   695 D AppInfra cur. * Got ktag! container 6FAE75D66EB05C0C13006C6E1FFCA4809A3F192D for id 172.24.11.149
01-19 14:48:17.495  1943   695 D Calendar ExchangeServiceService.run() running runAwake...
01-19 14:48:17.497  1943   695 D Calendar ExchangeServiceService.run() waiting for connectivity...
01-19 14:48:17.499  1943   695 D Calendar ExchangeServiceService.run() done waiting for connectivity
01-19 14:48:17.499  1943   695 D Calendar ExchangeServiceService.run() will check mailboxes now
01-19 14:48:17.499  1943   695 D Calendar ExchangeServiceService.checkMailboxes() will check mailboxes now
01-19 14:48:17.499  1943   695 D Calendar ExchangeServiceService.checkMailboxes() querying for mailboxes...
01-19 14:48:17.504  1943   695 D Calendar ExchangeServiceService.checkMailboxes() checking whether sync service exists for mailboxId 1
01-19 14:48:17.505  1943   695 D Calendar ExchangeServiceService.checkMailboxes() sync service does not exist for mailboxId 1, getting cached account...
01-19 14:48:17.511  1943   695 D Calendar ExchangeServiceService.checkMailboxes() checking for sync errors in the mailbox
01-19 14:48:17.511  1943   695 D Calendar ExchangeServiceService.checkMailboxes() starting sync
01-19 14:48:17.527  1943   696 D Calendar AbstractSyncService.run: started on thread __eas[xxx_DisplayName_alkh@cafe.net]
01-19 14:48:17.527  1943   695 D Calendar ExchangeServiceService.run() done checking mailboxes now
01-19 14:48:17.528  1943   695 D Calendar ExchangeServiceService.releaseWakeLock: will release wake lock for id: -1
01-19 14:48:17.528  1943   695 D Calendar ExchangeServiceService.run() will now wait until push event
01-19 14:48:17.537  1943   696 D Calendar ExchangeServiceService.broadcastDataLoading: broadcasting DATA_LOADING_STATE in progress: true
01-19 14:48:17.541  1943   696 D Calendar AbstractSyncService.run: mailbox of type Mailbox.TYPE_CALENDAR and target is not defined, creating CalendarEWSSyncAdapter target
01-19 14:48:17.542  1943   696 D Calendar AbstractSyncService.run: starting creating CalendarEwsSyncAdapter instance: 19-01-2017 14:48:17
